mehulsbhatt/docker-ovs;1.10.2/Dockerfile
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/scipy/signal/tests/test_wavelets.py
Wattpad/kubernetes-contrib;election/vendor/golang.org/x/net/http2/Dockerfile
bugzilla/docker-bugzilla-ci;Dockerfile
pombredanne/docker-registry;Dockerfile
RyanTheAllmighty/Dockerfiles;rethinkdb/Dockerfile
ducas/kafka-consumer-monitor;Dockerfile
Joostvanderlaan/codeship-tool-examples;2.redis/Dockerfile
samano/ibm-ucd-docker-trusted-registry;ucd-server/Dockerfile
tsg/xgo;docker/base/Dockerfile
remh/docker;builder/parser/testfiles/nginx/Dockerfile
jvanz/docker;builder/parser/testfiles/ADD-COPY-with-JSON/Dockerfile
ksasi/docker;builder/dockerfile/parser/testfiles/weechat/Dockerfile
dbonev/docker;builder/dockerfile/parser/testfiles/kartar-entrypoint-oddities/Dockerfile
ejemba/origin;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/weechat/Dockerfile
hroyrh/origin;images/release/golang-1.4/Dockerfile
leeola/koding;go/src/github.com/docker/docker/builder/dockerfile/parser/testfiles/jeztah-invalid-json-single-quotes/Dockerfile
nihildeb/dock;postgres/Dockerfile
zalando/spilo;postgres-appliance/Dockerfile
MarginC/docker;builder/parser/testfiles/znc/Dockerfile
achanda/docker;builder/dockerfile/parser/testfiles/mail/Dockerfile
geraldus/yesod;Dockerfile
apokalyptik/fof;micro/services/division-user-stats/vendor/golang.org/x/net/http2/Dockerfile
j-bennet/docker;builder/parser/testfiles/jeztah-invalid-json-json-inside-string-double/Dockerfile
koep/kubernetes;docs/design/clustering/Dockerfile
HackToday/docker;contrib/syntax/kate/Dockerfile.xml
ApsOps/kubernetes;cluster/addons/fluentd-elasticsearch/es-image/Dockerfile
jackgr/kubernetes;test/images/n-way-http/Dockerfile
kriswuollett/grpc;tools/dockerfile/distribtest/ruby_ubuntu1204_x64/Dockerfile
pstonier/platform;docker/local/Dockerfile
toli/docker-alpine;builder/Dockerfile
ximbesto/ximgitlab;Dockerfile
Tobi2705/Sportslist;Dockerfile
andersjanmyr/docker;builder/parser/testfiles/env/Dockerfile
flowcommerce/docker;play/Dockerfile.base
hartsock/kubernetes;test/images/resource-consumer/Dockerfile
jopecko/dockerfiles;wine/Dockerfile
ydhydhjanson/docker;builder/parser/testfiles/kartar-entrypoint-oddities/Dockerfile
OADA/oada-demo-tests;demo-server/Dockerfile
eliavmaman/shagririm;Dockerfile
soupdiver/kubernetes;test/images/network-tester/Dockerfile
vulpecula/kubernetes;docs/user-guide/liveness/image/Dockerfile
zazukoians/trifid-ld;Dockerfile
Sgoettschkes/learning;docker/figtest/redis/Dockerfile
clintonskitson/docker;builder/dockerfile/parser/testfiles/tf2/Dockerfile
lburgazzoli/lb-docker;debian-jessie-go/1.5.0/Dockerfile
syucream/h2dockerfiles;trafficserver/Dockerfile
appropriate/boot2docker;Dockerfile.experimental
dnielsen/mars-challenge;dashboard/Dockerfile
fengshao0907/kubernetes;examples/cassandra/image/Dockerfile
pascalgrimaud/cassandra;Dockerfile.template
robertabbott/kubernetes;test/images/mount-tester-user/Dockerfile
MikaelCluseau/kubernetes;examples/phabricator/php-phabricator/Dockerfile
andreykurilin/kubernetes;cluster/addons/fluentd-elasticsearch/es-image/Dockerfile
corentindrouet/nanocloud;assets/Dockerfile
hariharan16s/docker_vlan;builder/parser/testfiles/brimstone-consuldock/Dockerfile
john-parton/django-oscar;Dockerfile
moul/advanced-ssh-config;vendor/github.com/docker/docker/builder/dockerfile/parser/testfiles/escape/Dockerfile
DesjardinsLab/event-kiosk;Dockerfile
OpenCloudEngine/flamingo2;flamingo2-web/src/main/webapp/resources/build/production/Flamingo2/resources/lib/aceeditor/demo/kitchen-sink/docs/Dockerfile
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/pybedtools-0.7.6-py2.7-linux-x86_64.egg/pybedtools/test/test_scripts.py
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/scipy/weave/blitz/blitz/array/slice.h
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/MetaSV-0.5-py2.7.egg/metasv/__init__.pyc
smoll/docker-jenkins-dood;Dockerfile
TruePositiveLab/knotmarker;Dockerfile
LeanKit-Labs/daedalus-watch;.docker/rabbitmq-hashing/Dockerfile
larrycai/codingwithme-flask;Dockerfile
macmata/zealous-octo-waffle;mongoose-6.0/examples/load_balancer/Dockerfile
deweysasser/nginx-auth-proxy;Dockerfile
resin-io-library/base-images;buildpack-deps/Dockerfile.scm.tpl
resin-io-library/base-images;node/raspberrypi2/debian/4.6/Dockerfile
adrianmo/docker-rpi-sickbeard;Dockerfile
fpommerening/DevOpenSpace2016;Samples/Logging/dockerfiles/x86_64/logging-web/Dockerfile
postfix/certificate-transparency;Dockerfile
emersonmello/docker-fidouafserver;mysql/Dockerfile
mastix/docker-entwickler-webseite;meinewebseite/Dockerfile
amaurs/sat-data-product-architecture;producto/ambiente/docker-images/luigi_worker/Dockerfile
OtwartaPlatformaWyborcza/OPW-backend-JavaEE;Dockerfile
CdavM/bts;Dockerfile
JoeWoo/grpc;tools/dockerfile/grpc_clang/Dockerfile
cyli/docker;vendor/src/golang.org/x/net/http2/Dockerfile
ajneu/docker;builder/dockerfile/parser/testfiles/brimstone-consuldock/Dockerfile
ajneu/docker;contrib/syntax/textmate/Docker.tmbundle/Preferences/Dockerfile.tmPreferences
dezon/docker;builder/parser/testfiles/jeztah-invalid-json-unterminated-bracket/Dockerfile
7sDream/rikka;DaoCloudDockerfile
ejemba/origin;images/router/haproxy/Dockerfile
errodr/docker;builder/parser/testfiles/docker/Dockerfile
iserko/empire;vendor/github.com/remind101/newrelic/Dockerfile
ZJU-SEL/docker;vendor/src/github.com/docker/distribution/Dockerfile
makdharma/grpc;tools/dockerfile/test/python_jessie_x64/Dockerfile
xlecours/Loris;Dockerfile
youtube/vitess;docker/etcd-lite/Dockerfile
Tlacenka/origin;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/multiple-volumes/Dockerfile
maleck13/origin;test/extended/testdata/build-secrets/Dockerfile
mbentley/docker;builder/dockerfile/parser/testfiles/nginx/Dockerfile
rickcuri/docker;builder/parser/testfiles/jeztah-invalid-json-single-quotes/Dockerfile
wolfitem/docker;Dockerfiles/BaseImage/Dockerfile
b-cuts/jetstream;archetype/src/main/resources/archetype-resources/Dockerfile
k82cn/kubernetes;examples/cluster-dns/images/backend/Dockerfile
otsimo/analytics;vendor/src/golang.org/x/net/http2/Dockerfile
punitag/arlosrvc;Dockerfile
asdfsx/kubernetes;Godeps/_workspace/src/github.com/fsouza/go-dockerclient/testing/data/Dockerfile
mali11/kubernetes;build/pause/Dockerfile
nickschuch/docker;contrib/builder/deb/debian-jessie/Dockerfile
abudulemusa/docker;docs/sources/examples/mongodb/Dockerfile
jameseggers/docker;contrib/syntax/textmate/Docker.tmbundle/Syntaxes/Dockerfile.tmLanguage
ratecity/elk-stack;extra/docker/Dockerfile
v1k0d3n/kubernetes;test/images/dnsutils/Dockerfile
RepmujNetsik/docker;docs/man/Dockerfile
adeelmahmood/ignite;modules/docker/Dockerfile
charques/macrolayer;macrolayer-srv-login/Dockerfile
cppit/jucipp-docker;ubuntu/Dockerfile
flx42/nvidia-docker;tools/Dockerfile.build
lixueclaire/website;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/ADD-COPY-with-JSON/Dockerfile
zalari/docker-drush;7/Dockerfile
Hokutosei/kubernetes;cluster/addons/fluentd-gcp/fluentd-gcp-image/Dockerfile
Lineberty/kubernetes;docs/user-guide/environment-guide/containers/backend/Dockerfile
clareliguori/git-lfs;docker/git-lfs-test_centos_6/Dockerfile
labs7in0/basebuilder;lisp/Dockerfile
mbentley/dockerfiles;ubuntu/base-14.04/Dockerfile
ajohnstone/kubernetes;build/build-image/Dockerfile
asankasanjaya/stratos;tools/docker-images/cartridge-docker-images/base-image/Dockerfile
dented42/straitjacket;languages/erlang/Dockerfile
jfrazelle/dockerfiles;android-tools/Dockerfile
sudhamisha/kubernetes;examples/redis/image/Dockerfile
vikstrous/dockerfiles;consul/Dockerfile
ConnorDoyle/kubernetes;examples/kubectl-container/Dockerfile
musically-ut/chanslate;Dockerfile.template
sankethkatta/sequelize;Dockerfile
JasonSwindle/docker-jre;7/Dockerfile
dnielsen/docker-workshop;docker-git/Dockerfile
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/gemini-0.10.0-py2.7.egg/gemini/scripts/gemini
riekrh/Fedora-Dockerfiles;cups/Dockerfile
bazooka-ci/bazooka-lang-go;runner/1.3.1/Dockerfile
nds-org/developer-tutorial;Dockerfile
abhinavashippable/u14phppls;Dockerfile
eugenebell/cf-SpringCloud-IoT;cf-ClimateMicroService/docker/Dockerfile
foxiswho/docker-elasticsearch;Dockerfile.template
sc1478/gradle-ospackage-plugin;src/main/groovy/com/netflix/gradle/plugins/docker/DockerfileInstructionManager.groovy
agilemobiledev/dockerfile-examples;redis/Dockerfile
ElevenFiftyApprentices/ShoppingList_J3;Dockerfile
FujitsuEnablingSoftwareTechnologyGmbH/kubernetes;test/images/fakegitserver/Dockerfile
vjpai/grpc;tools/dockerfile/distribtest/ruby_ubuntu1504_x64/Dockerfile
TypeFox/che;dashboard/Dockerfile
lmesz/docker;builder/dockerfile/parser/testfiles/mail/Dockerfile
Morgy93/docker;docs/Dockerfile
amgr07/my-proj;Dockerfile
childsb/origin;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/multiple-volumes/Dockerfile
demisto/alfred;etc/Dockerfile.bot
natefoo/pulsar;docker/testing/Dockerfile
negronjl/kolla;docker/nova/nova-spicehtml5proxy/Dockerfile.j2
karan/warehouse;Dockerfile
matt-kwong/grpc;tools/dockerfile/distribtest/node_ubuntu1504_x64/Dockerfile
nak3/kubernetes;test/images/fakegitserver/Dockerfile
ojousima/asylum;Dockerfile
rata/kubernetes;examples/meteor/dockerbase/Dockerfile
sielaq/PanteraS;frameworks/openwrt-busybox/Dockerfile
MFALHI/ci.docker;websphere-liberty/8.5.5/developer/javaee7/Dockerfile
ggerbaud/go-dart;Dockerfile.build
tomologic/awscli;Dockerfile
ApsOps/kubernetes;examples/nfs/nfs-data/Dockerfile
ThePFMind/meteord;onbuild/Dockerfile
bountysource/core;Dockerfile
loodse/kubernetes;test/images/volumes-tester/nfs/Dockerfile
ngbinh/kubernetes;examples/guestbook-go/_src/Dockerfile
brightshine/docker;builder/parser/testfiles/flags/Dockerfile
freehan/kubernetes;examples/k8petstore/redis-slave/Dockerfile
mpuncel/kubernetes;cluster/addons/dns/kube2sky/Dockerfile
sthysel/containers;flask/Dockerfile
jianhuiz/kubernetes;examples/explorer/Dockerfile
xiaojingchen/docker;docs/Dockerfile
Carevoyance/logspout;Dockerfile.dev
comzeradd/mozillians;Dockerfile
frinyvonnick/NArcade;Dockerfile
livingbio/kubernetes;build/pause/Dockerfile
nagarjung/kubernetes;cluster/images/nginx/Dockerfile
radoondas/apachebeat;vendor/github.com/elastic/beats/dev-tools/packer/docker/go-daemon/Dockerfile
rrreeeyyy/mruby-raft;Dockerfile
INAETICS/node-agent-c;buildroot_minimum_celix/Dockerfile
oskapt/docker-seafile;Dockerfile
s0rc3r3r01/statescore;Docker/Dockerfile
screeley44/kubernetes;test/images/entrypoint-tester/Dockerfile
thomasfrancis1/docker;docs/articles/https/Dockerfile
vdemeester/praetorian;Dockerfile
yepengxj/df_st_origin;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/cpuguy83-nagios/Dockerfile
LuqmanSahaf/kubernetes;Godeps/_workspace/src/github.com/fsouza/go-dockerclient/testing/data/Dockerfile
eirslett/docker-zipkin;web/Dockerfile
kschwank/dcache-docker;dcache/nfs/Dockerfile
progrium/dockerbuilder;Dockerfile
yepengxj/df_st_origin1;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/ADD-COPY-with-JSON/Dockerfile
adamruzicka/dockerfiles;foreman/proxy/Dockerfile
ashblue/meanio-tutorial;Dockerfile
chrislovecnm/kubernetes;examples/guestbook/redis-slave/Dockerfile
raychaser/logspout-http;vendor/src/github.com/gliderlabs/logspout/custom/Dockerfile
cscutcher/docker-freeciv;Dockerfile
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/Bio/SubsMat/FreqTable.py
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/saga_python-0.18-py2.7.egg/saga/adaptors/redis/redis_advert.py
bethrezen/yii2-starter-kit;Dockerfile
tuftsrobotics/rpi-trst-dev;Dockerfile
hoelzro/docker-library-docs;Dockerfile
onesysadmin/docker-ci-hubot;Dockerfile
willfarrell/docker-filebeat;1.1.1/Dockerfile
antoinehage/soajs.buildImages;images/basenginx/Dockerfile
domibarton/cloud-demo-backend;Dockerfile
braintree/braintree_slim_example;Dockerfile
lao605/product-definition-center;Dockerfile
patrinhani-ciandt/docker-gcloud-golang;Dockerfile
cboling/xos;xos/configurations-deprecated/mcord/xos/Dockerfile.devel
reem/docker;vendor/src/github.com/docker/distribution/Dockerfile
akutz/docker;contrib/builder/deb/debian-jessie/Dockerfile
beatle/docker;Dockerfile.simple
matted/census;Dockerfile
newsdev/nginx;pub/Dockerfile
tombee/docker;docs/articles/https/Dockerfile
LoHChina/kolla;docker/centos/source/nova/nova-api/Dockerfile
cdent/tankdock;runner/Dockerfile
dcrisan/origin;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/brimstone-consuldock/Dockerfile
jecarey/docker;vendor/src/golang.org/x/net/http2/Dockerfile
kpayson64/grpc;tools/dockerfile/distribtest/cpp_jessie_x64/Dockerfile
markdryan/ciao;networking/libsnnet/tests/Dockerfiles/iperf/Dockerfile
Sthing/PHPoelse;Dockerfile
robertol/origin;images/dockerregistry/Dockerfile
Altiscale/bigtop;docker/bigtop-puppet/centos-6/Dockerfile
WIZARD-CXY/hyper;lib/docker/builder/parser/testfiles/docker/Dockerfile
pilebones/docker;project1/mysql/Dockerfile
therc/kubernetes;examples/explorer/Dockerfile
BrianBland/docker;docs/examples/postgresql_service.Dockerfile
Jandersoft/origin;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/escapes/Dockerfile
MirichST/patchcap;dist/dockerfiles/adq/Dockerfile
brianbirke/docker;contrib/builder/deb/ubuntu-debootstrap-vivid/Dockerfile
coufon/kubernetes;examples/k8petstore/redis-master/Dockerfile
drewrobb/logstash;logstash-scheduler/Dockerfile
jeremyeder/origin;images/base/Dockerfile
kerneltime/docker;contrib/builder/deb/armhf/raspbian-jessie/Dockerfile
meisterpeeps/grpc;tools/dockerfile/grpc_dist_proto/Dockerfile
mengzechao/docker;contrib/syntax/textmate/Docker.tmbundle/Syntaxes/Dockerfile.tmLanguage
romanbartl/origin;examples/gitserver/Dockerfile
3Blades/deployment;nginx/Dockerfile
D9110/docker-addon;src/main/java/org/jboss/forge/addon/docker/ui/DockerfileSetupCommand.java
WebHare/datacenter;nginx-proxy/Dockerfile
backpaper0/sandbox;docker-study/nginx/nginx/Dockerfile
gtaylor/kubernetes;examples/guestbook-go/_src/Dockerfile
wackyapples/docker;contrib/builder/deb/ubuntu-debootstrap-precise/Dockerfile
bertomartin/docbook;ch04/tls/Dockerfile
desdrury/kubernetes;examples/phabricator/cloudsql-authenticator/Dockerfile
feiskyer/kubernetes;cluster/images/kubemark/Dockerfile
ncoghlan/rf-apitest;Dockerfile
Maluuba/docker-files;docker-jenkins/Dockerfile
Maluuba/docker-files;docker-gatling/Dockerfile
girishkalele/contrib;mungegithub/Dockerfile-cherrypick
jimmidyson/minishift;vendor/github.com/docker/docker/contrib/builder/rpm/centos-7/Dockerfile
livingbio/kubernetes;examples/spark/images/master/Dockerfile
otsecbsol/linkbinder;containers/db/Dockerfile
scraperwiki/hanoverd;example/Dockerfile
feihujiang/kubernetes;build/build-image/cross/Dockerfile
praneybehl/kubernetes;examples/cluster-dns/images/frontend/Dockerfile
stevesloka/kubernetes;docs/user-guide/update-demo/images/nautilus/Dockerfile
varuntomar2003/docker;builder/dockerfile/parser/testfiles/jeztah-invalid-json-single-quotes/Dockerfile
agileurbanite/level-up;Dockerfile
michael-holzheu/docker;Dockerfile
qingyuancloud/qingyuan;contrib/for-tests/volumes-tester/nfs/Dockerfile
syucream/h2dockerfiles;nghttp2/Dockerfile
nablaone/golang-sandbox;docker/Dockerfile
vincent-zurczak/roboconf;core/roboconf-core/src/main/java/net/roboconf/core/utils/DockerfileParser.java
EricNY/Gnp-Docketing-MEAN;Dockerfile
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/Bio/bgzf.pyc
sgulci/MicroserviceSample;ImageDockerfile
sivabizruntime/dockerfile;contrib/desktop-integration/chromium/Dockerfile
SkypLabs/lays-datacollector;Dockerfile-rp2
erictune/erictune.github.io;docs/user-guide/environment-guide/containers/backend/Dockerfile
kurkku/slack-irc-bot-docker;Dockerfile
deepak643/docker-hive-on-tez;Dockerfile
flitbit/baseimage-logentries;Dockerfile
resin-io-library/base-images;python/beaglebone/fedora/2/23/Dockerfile
smartmob-project/smartmob-demo;fluentd/Dockerfile
SeerUK/docker-jenkins-slave-node;Dockerfile
wanghaoran1988/atomic-enterprise;Godeps/_workspace/src/github.com/docker/distribution/project/dev-image/Dockerfile
nlpraveennl/cloud-bigtable-examples;java/jetty-managed-vm/Dockerfile
matthewvalimaki/alpine-consul-protobuf;Dockerfile
ronanguilloux/Docker-Symfony-PostgreSQL-ELK;postgres/Dockerfile
exteso/alf.io;src/main/dist/Dockerfile
pebcac/docker;contrib/syntax/nano/Dockerfile.nanorc
100star/docker;builder/parser/testfiles/brimstone-consuldock/Dockerfile
1d4Nf6/flocker;flocker/node/functional/sendbytes-docker/Dockerfile.in
jakedahn/kolla;docker/centos/binary/barbican/Dockerfile
labkode/docker;builder/parser/testfiles/mail/Dockerfile
minidoll/docker;builder/parser/testfiles/flags/Dockerfile
mittalms/docker;man/Dockerfile.5.md
mudverma/docker;docs/sources/examples/running_ssh_service.Dockerfile
sandime/sunfish;Dockerfile
skatsuta/docker;builder/dockerfile/parser/testfiles/kartar-entrypoint-oddities/Dockerfile
verb/kubernetes;test/images/volumes-tester/iscsi/Dockerfile
verb/kubernetes;docs/user-guide/update-demo/images/nautilus/Dockerfile
Lanzafame/docker;contrib/builder/rpm/fedora-21/Dockerfile
WIZARD-CXY/hyper;lib/docker/builder/parser/testfiles/env/Dockerfile
daviddeng/azrael;Dockerfile
ewindisch/docker;builder/parser/testfiles/jeztah-invalid-json-json-inside-string/Dockerfile
sudabon/influxdb;Dockerfile_test_ubuntu32
fmoliveira/docker;contrib/builder/rpm/oraclelinux-7/Dockerfile
huxingbang/docker;builder/parser/testfiles/ADD-COPY-with-JSON/Dockerfile
vincentwoo/docker;builder/dockerfile/parser/testfiles/cpuguy83-nagios/Dockerfile
ZenikaOuest/docker;builder/parser/testfiles/jeztah-invalid-json-unterminated-string/Dockerfile
agonzalezro/docker;builder/parser/testfiles/brimstone-consuldock/Dockerfile
bjlee72/kubernetes;contrib/for-tests/entrypoint-tester/Dockerfile
jagdeesh109/docker;contrib/builder/rpm/centos-7/Dockerfile
kk580kk/kubernetes;examples/celery-rabbitmq/flower/Dockerfile
samsong8610/origin;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/jeztah-invalid-json-single-quotes/Dockerfile
bboortz/docker-base;env/images/os_archlinux/Dockerfile
NVIDIA/nvidia-docker;ubuntu-14.04/cuda/7.0/runtime/Dockerfile
nicolasmiller/docker;builder/parser/testfiles/znc/Dockerfile
zhang0137/libcompose;Godeps/_workspace/src/github.com/docker/distribution/docs/Dockerfile
infoslack/dockerfiles;tetris/Dockerfile
pgentile/tests-docker;python-wheel-onbuild/Dockerfile
screeley44/kubernetes;cluster/addons/python-image/Dockerfile
sidharta-s/kubernetes;cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile
SamuelMarks/kubernetes;docs/user-guide/environment-guide/containers/backend/Dockerfile
briandorsey/kubernetes;build/build-image/cross/Dockerfile
dataduke/dockerfiles-1;itunes/Dockerfile
kurtkopchik/sbt-docker;src/main/scala/sbtdocker/staging/DefaultDockerfileProcessor.scala
magneticio/vamp-docker;clique-zookeeper/Dockerfile
markussitzmann/webapps;appserver/postgres/9.1/Dockerfile
matthewvalimaki/docker;contrib/builder/rpm/centos-7/Dockerfile
BotBotMe/botbot-plugins;Dockerfile
luxas/kubernetes-on-arm;scripts/package/Dockerfile
maciaszczykm/kubernetes;examples/storage/redis/image/Dockerfile
markturansky/kubernetes;build/pause/Dockerfile
mirsking/pelican_docker;Dockerfile
ngtuna/kubernetes-1.0.6;contrib/for-tests/mount-tester/Dockerfile
